Income,Age,HasDebt,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,IsSoftwareDev
NA,30,1,0,English,married or domestic partnership,master's degree (non-professional),Economics,more than 1 million,United States of America,United Kingdom,NA,Not working but looking for work,female,0
NA,22,1,0,Bengali,NA,bachelor's degree,Information Technology,more than 1 million,Bangladesh,Bangladesh,NA,A stay-at-home parent or homemaker,male,0
15000,26,1,0,Portuguese,NA,some high school,NA,"less than 100,000",Brazil,Brazil,NA,Employed for wages,male,0
40000,35,1,0,English,married or domestic partnership,bachelor's degree,Sociology,more than 1 million,United States of America,Korea South,education,Employed for wages,male,0
NA,17,1,1,Tagalog,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Philippines,Philippines,NA,NA,male,0
50000,29,0,0,English,NA,master's degree (non-professional),Literature,more than 1 million,United Kingdom,United Kingdom,software development and IT,Employed for wages,male,0
28000,25,1,1,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1
22000,26,0,0,English,"single, never married","some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0
10000,26,1,1,English,married or domestic partnership,associate's degree,Business Administration,"between 100,000 and 1 million",United States of America,United States of America,education,Employed for wages,female,1
30000,27,1,1,Spanish,NA,bachelor's degree,Graphic Design,"between 100,000 and 1 million",Colombia,United States of America,software development and IT,Employed for wages,female,1
100000,34,1,1,English,married or domestic partnership,master's degree (non-professional),Electrical Engineering,more than 1 million,United States of America,United States of America,architecture or physical engineering,Employed for wages,female,0
NA,30,0,0,English,NA,bachelor's degree,International Relations,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
65000,35,0,0,English,NA,bachelor's degree,Design and Visual Communications,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,24,0,1,Portuguese,married or domestic partnership,"trade, technical, or vocational training",NA,"between 100,000 and 1 million",Brazil,Canada,NA,Employed for wages,male,1
NA,20,0,0,Italian,NA,bachelor's degree,Computer Science,"less than 100,000",Italy,Switzerland,NA,Not working and not looking for work,male,0
50000,27,1,0,English,married or domestic partnership,bachelor's degree,Linguistics,"between 100,000 and 1 million",United States of America,United States of America,education,Employed for wages,female,0
40000,24,0,0,English,NA,bachelor's degree,Marketing,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,female,0
65000,46,1,0,English,NA,bachelor's degree,Mechanical Engineering,"less than 100,000",United Kingdom,United Kingdom,architecture or physical engineering,Self-employed business owner,male,0
NA,28,1,1,Somali,divorced,"some college credit, no degree",NA,"between 100,000 and 1 million",Somalia,Norway,NA,Not working but looking for work,male,0
NA,21,0,0,Dutch,NA,associate's degree,Computer Science,"between 100,000 and 1 million","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",NA,Doing an unpaid internship,male,0
43000,21,0,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,NA,0,NA,English,NA,bachelor's degree,NA,"between 100,000 and 1 million",Ethiopia,United States of America,NA,NA,male,0
35000,22,1,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,0
60000,50,0,0,English,NA,high school diploma or equivalent (GED),NA,more than 1 million,United States of America,United States of America,software development and IT,Self-employed freelancer,male,1
70000,30,1,0,English,NA,master's degree (non-professional),History,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,16,0,0,English,NA,some high school,NA,"less than 100,000",Canada,Canada,NA,Not working and not looking for work,male,0
130000,39,1,0,English,NA,master's degree (non-professional),Political Science,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,female,0
40000,29,0,0,English,NA,"trade, technical, or vocational training",NA,more than 1 million,Canada,Canada,software development and IT,Employed for wages,male,0
25000,23,0,0,French,NA,"professional degree (MBA, MD, JD, etc.)",Banking and Finance,"between 100,000 and 1 million",France,France,finance,Self-employed business owner,male,0
NA,18,0,0,Spanish,NA,some high school,NA,more than 1 million,Dominican Republic,Dominican Republic,NA,Not working but looking for work,male,0
NA,28,0,0,French,NA,master's degree (non-professional),Computer Science,more than 1 million,France,France,NA,Not working but looking for work,male,0
100000,50,1,0,English,married or domestic partnership,bachelor's degree,Engineering Studies,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,0
50000,32,1,0,English,NA,bachelor's degree,Psychology,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,0
NA,37,1,0,Portuguese,NA,bachelor's degree,Nursing,"between 100,000 and 1 million",Canada,United States of America,NA,Not working and not looking for work,female,0
60000,38,1,0,English,married or domestic partnership,bachelor's degree,Graphic Design,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
42000,48,1,0,English,NA,bachelor's degree,Communication and Media Studies,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,0
NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male,0
NA,38,1,0,Spanish,married or domestic partnership,"some college credit, no degree",NA,more than 1 million,Guatemala,United States of America,NA,Not working but looking for work,male,0
NA,20,0,0,Armenian,NA,high school diploma or equivalent (GED),NA,more than 1 million,Armenia,Armenia,NA,Not working but looking for work,male,0
NA,29,0,0,Hindi,"single, never married",master's degree (non-professional),Computer Science,more than 1 million,India,India,software development and IT,Employed for wages,male,1
NA,32,1,1,English,married or domestic partnership,bachelor's degree,NA,"between 100,000 and 1 million",India,United States of America,NA,NA,NA,0
NA,23,0,0,Bengali,NA,no high school (secondary school),NA,"less than 100,000",India,India,NA,Not working but looking for work,male,0
NA,49,1,0,English,NA,bachelor's degree,English,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,0
25000,26,1,0,English,NA,bachelor's degree,North American Studies,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,0
50000,28,1,1,English,NA,bachelor's degree,Sociology,more than 1 million,United States of America,United States of America,NA,Employed for wages,female,0
45000,40,1,1,English,married or domestic partnership,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,food and beverage,Employed for wages,male,1
NA,32,0,0,English,married or domestic partnership,master's degree (non-professional),Psychology,more than 1 million,United States of America,United States of America,NA,A stay-at-home parent or homemaker,female,0
53000,36,1,1,English,NA,"professional degree (MBA, MD, JD, etc.)",Mechanical Engineering,more than 1 million,United States of America,United States of America,legal,Employed for wages,male,0
NA,25,1,0,English,NA,bachelor's degree,Animation,"less than 100,000",United Kingdom,United Kingdom,sales,Employed for wages,female,0
30000,28,1,0,Icelandic,NA,associate's degree,Multimedia,"between 100,000 and 1 million",Iceland,Iceland,sales,Employed for wages,male,0
27000,28,1,0,English,NA,bachelor's degree,Music,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,female,0
