Age,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,HasDebt,Income,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,IsSoftwareDev
22,more than 1 million,India,India,software development and IT,Employed for wages,male,0,NA,0,Assamese,NA,bachelor's degree,Electrical Engineering,0
17,"less than 100,000",United States of America,United States of America,architecture or physical engineering,Self-employed business owner,female,0,NA,1,Abkhazian,NA,some high school,NA,0
62,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,male,0,NA,0,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Business Administration,0
26,"between 100,000 and 1 million",United States of America,United States of America,sales,Self-employed business owner,male,1,NA,1,Punjabi,NA,bachelor's degree,Kinesiology And Exercise Science,0
33,more than 1 million,India,United States of America,health care,Self-employed business owner,male,0,NA,0,Marathi,NA,master's degree (non-professional),Chemistry,0
21,more than 1 million,Vietnam,Vietnam,software development and IT,Self-employed freelancer,male,0,NA,1,Vietnamese,"single, never married",high school diploma or equivalent (GED),NA,0
23,"less than 100,000",Switzerland,Switzerland,finance,Employed for wages,male,0,NA,1,French,NA,master's degree (non-professional),Finance,0
24,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0,NA,0,English,NA,bachelor's degree,Biomedical Science,0
26,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,NA,0,English,NA,bachelor's degree,Business Administration,0
16,"less than 100,000",United States of America,United States of America,software development and IT,Self-employed business owner,male,0,NA,0,English,NA,some high school,NA,0
61,"between 100,000 and 1 million",United States of America,United States of America,sales,Employed for wages,male,0,NA,0,English,NA,"trade, technical, or vocational training",NA,0
19,"less than 100,000",India,United States of America,software development and IT,Employed for wages,male,0,NA,1,English,NA,"some college credit, no degree",NA,0
42,more than 1 million,Spain,Spain,health care,Self-employed freelancer,male,0,NA,0,Spanish,married or domestic partnership,Ph.D.,Neuroscience,0
30,more than 1 million,United Kingdom,United Kingdom,finance,Employed for wages,male,0,NA,0,English,NA,bachelor's degree,Economics,0
16,"less than 100,000",United States of America,United States of America,food and beverage,Employed for wages,male,0,NA,1,English,NA,NA,NA,0
12,"between 100,000 and 1 million",India,United Kingdom,software development and IT,Self-employed freelancer,male,0,NA,0,Hindi,NA,no high school (secondary school),NA,0
17,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,female,1,NA,1,English,NA,some high school,NA,0
25,"less than 100,000",India,India,software development and IT,Self-employed business owner,male,0,NA,0,Konkani,NA,bachelor's degree,Civil Engineering,0
27,more than 1 million,United States of America,United States of America,sales,Self-employed business owner,male,1,NA,0,English,NA,bachelor's degree,NA,0
22,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0,NA,0,English,NA,"some college credit, no degree",NA,0
31,"less than 100,000",United Kingdom,United Kingdom,food and beverage,Employed for wages,male,1,NA,1,English,"single, never married",bachelor's degree,Cinematography And Film,0
19,more than 1 million,India,India,software development and IT,Self-employed freelancer,male,0,NA,0,Bengali,NA,high school diploma or equivalent (GED),NA,0
41,"less than 100,000",United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,female,0,NA,0,English,married or domestic partnership,bachelor's degree,English,0
35,more than 1 million,Brazil,Brazil,architecture or physical engineering,Self-employed freelancer,male,1,NA,0,Portuguese,NA,"some college credit, no degree",NA,0
40,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Self-employed business owner,male,1,NA,1,English,married or domestic partnership,bachelor's degree,Religious Studies,0
21,more than 1 million,India,India,software development and IT,Employed for wages,male,0,NA,0,Hindi,NA,bachelor's degree,Information Technology,0
44,"between 100,000 and 1 million",United States of America,United States of America,health care,Employed for wages,male,1,NA,0,English,NA,"some college credit, no degree",NA,0
21,more than 1 million,Italy,United Kingdom,food and beverage,Employed for wages,male,0,NA,0,Italian,NA,no high school (secondary school),NA,0
40,more than 1 million,Russia,Russia,software development and IT,Self-employed freelancer,male,0,NA,0,Russian,NA,"professional degree (MBA, MD, JD, etc.)",Economics,0
23,more than 1 million,Canada,Canada,software development and IT,Self-employed business owner,male,0,NA,1,Gujarati,NA,bachelor's degree,Engineering,0
19,"less than 100,000",United States of America,United States of America,sales,Employed for wages,female,0,NA,0,English,NA,"some college credit, no degree",NA,0
24,"between 100,000 and 1 million",United States of America,United States of America,education,Employed for wages,male,1,NA,0,English,NA,master's degree (non-professional),Philosophy,0
38,more than 1 million,Philippines,Philippines,finance,Self-employed freelancer,male,0,NA,0,English,NA,bachelor's degree,Marketing,0
18,more than 1 million,Australia,Australia,food and beverage,Employed for wages,male,1,NA,0,English,NA,high school diploma or equivalent (GED),NA,0
29,"less than 100,000",United Kingdom,United Kingdom,"arts, entertainment, sports, or media",Self-employed freelancer,male,1,NA,0,English,NA,bachelor's degree,Drama and Theatre Production,0
28,"less than 100,000",Croatia,Croatia,sales,Employed for wages,male,0,NA,1,Croatian,NA,bachelor's degree,Computer and Information Studies,0
24,more than 1 million,Brazil,Brazil,office and administrative support,Employed for wages,male,0,NA,0,Portuguese,NA,"some college credit, no degree",NA,0
22,"less than 100,000",United States of America,United States of America,food and beverage,Employed for wages,male,1,NA,0,English,NA,"some college credit, no degree",NA,0
22,"less than 100,000",Croatia,Croatia,software development and IT,Employed for wages,male,0,NA,0,Croatian,NA,bachelor's degree,Computer Software Engineering,0
27,"between 100,000 and 1 million",India,India,software development and IT,Self-employed business owner,male,0,NA,1,Hindi,"single, never married",bachelor's degree,Computer Science,0
20,"between 100,000 and 1 million",Albania,Albania,NA,Self-employed freelancer,male,0,NA,0,Albanian,NA,high school diploma or equivalent (GED),NA,0
25,more than 1 million,Nigeria,Nigeria,software development and IT,Employed for wages,male,1,NA,1,English,NA,"some college credit, no degree",NA,0
20,"less than 100,000",Romania,Romania,health care,Employed for wages,male,0,NA,0,Romanian,NA,bachelor's degree,Physics,0
29,more than 1 million,India,India,software development and IT,Employed for wages,male,1,NA,0,Marathi,"single, never married",bachelor's degree,Computer Science,0
49,"between 100,000 and 1 million",United Kingdom,Sweden,"arts, entertainment, sports, or media",Self-employed business owner,male,0,NA,1,English,NA,"trade, technical, or vocational training",NA,0
30,"between 100,000 and 1 million",United States of America,United States of America,food and beverage,Employed for wages,male,1,NA,1,English,NA,bachelor's degree,Electrical and Electronics Engineering,0
18,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,0,NA,0,English,NA,high school diploma or equivalent (GED),NA,0
19,more than 1 million,India,India,software development and IT,Self-employed freelancer,male,0,NA,0,Tamil,NA,"some college credit, no degree",NA,0
34,more than 1 million,Austria,Austria,software development and IT,Employed for wages,female,0,NA,0,German,NA,master's degree (non-professional),Operations Management,0
27,"between 100,000 and 1 million",Nigeria,Germany,transportation,Employed for wages,male,0,NA,1,English,NA,"professional degree (MBA, MD, JD, etc.)",Computer Science,0
23,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Self-employed freelancer,male,1,NA,1,Chinese,NA,bachelor's degree,Architecture,0
21,"between 100,000 and 1 million",Russia,Russia,software development and IT,Self-employed freelancer,male,0,NA,0,Russian,NA,high school diploma or equivalent (GED),NA,0
21,"less than 100,000",United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,male,0,NA,0,English,NA,"some college credit, no degree",NA,0
31,more than 1 million,Czech Republic,Czech Republic,NA,Employed for wages,male,0,NA,0,Czech,NA,master's degree (non-professional),History,0
25,"between 100,000 and 1 million",Canada,Canada,architecture or physical engineering,Employed for wages,male,0,NA,0,English,NA,"some college credit, no degree",NA,0
28,more than 1 million,United States of America,United States of America,construction and extraction,Employed for wages,male,1,NA,1,English,NA,"some college credit, no degree",NA,0
20,more than 1 million,India,India,software development and IT,Self-employed freelancer,male,0,NA,0,Hindi,NA,high school diploma or equivalent (GED),NA,0
24,"between 100,000 and 1 million",Poland,Poland,transportation,Employed for wages,male,0,NA,0,Polish,NA,bachelor's degree,Physics,0
17,"less than 100,000",United States of America,United States of America,food and beverage,Employed for wages,female,0,NA,0,English,NA,some high school,NA,0
22,"between 100,000 and 1 million",United States of America,United States of America,sales,Employed for wages,male,1,NA,0,Italian,NA,bachelor's degree,Natural Sciences,0
24,"between 100,000 and 1 million",Paraguay,Paraguay,software development and IT,Self-employed freelancer,male,0,NA,0,Spanish,NA,"some college credit, no degree",NA,0
28,more than 1 million,Korea South,Korea South,software development and IT,Self-employed business owner,male,0,NA,0,Korean,married or domestic partnership,master's degree (non-professional),Computer Science,0
30,"between 100,000 and 1 million",Republic of Montenegro,Republic of Montenegro,sales,Employed for wages,male,0,NA,0,Serbian,NA,master's degree (non-professional),E-Commerce,0
22,more than 1 million,Vietnam,Vietnam,education,Self-employed business owner,male,0,NA,1,Vietnamese,NA,no high school (secondary school),NA,0
24,"between 100,000 and 1 million",Guam,Guam,office and administrative support,Employed for wages,male,0,NA,0,English,NA,"some college credit, no degree",NA,0
NA,"less than 100,000",Germany,France,legal,Self-employed business owner,NA,0,NA,1,German,NA,"professional degree (MBA, MD, JD, etc.)",Law,0
23,more than 1 million,India,India,software development and IT,Employed for wages,male,0,NA,1,Gujarati,NA,bachelor's degree,Computer Science,0
55,"between 100,000 and 1 million",United Kingdom,United States of America,NA,Employed for wages,female,0,NA,1,English,NA,bachelor's degree,Business Administration and Management,0
28,"between 100,000 and 1 million",United States of America,United States of America,health care,Self-employed business owner,male,1,NA,0,English,NA,"trade, technical, or vocational training",NA,0
36,more than 1 million,Hong Kong,Hong Kong,sales,Employed for wages,male,0,NA,1,Yue (Cantonese) Chinese,NA,high school diploma or equivalent (GED),NA,0
25,"between 100,000 and 1 million",Nigeria,Estonia,software development and IT,Employed for wages,male,0,NA,1,English,"single, never married",bachelor's degree,Information Technology,0
36,"less than 100,000",Italy,Italy,food and beverage,Self-employed business owner,male,1,NA,0,Italian,NA,high school diploma or equivalent (GED),NA,0
16,"between 100,000 and 1 million","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",food and beverage,Employed for wages,male,0,NA,0,Dutch,NA,some high school,NA,0
18,"less than 100,000",Morocco,Morocco,software development and IT,Self-employed freelancer,male,1,NA,0,Egyptian Arabic,NA,some high school,NA,0
26,more than 1 million,India,India,software development and IT,Self-employed freelancer,male,0,NA,0,Hindi,NA,bachelor's degree,Electronics Equipment Installation and Repair,0
30,more than 1 million,Russia,Russia,NA,Employed for wages,male,0,NA,0,Russian,NA,high school diploma or equivalent (GED),NA,0
26,"less than 100,000",United States of America,United States of America,education,Employed for wages,female,0,NA,0,English,married or domestic partnership,"some college credit, no degree",NA,0
25,"between 100,000 and 1 million",Taiwan,Taiwan,NA,Employed for wages,male,0,NA,0,Mandarin Chinese,NA,bachelor's degree,Sociology,0
