IsSoftwareDev,Age,AttendedBootcamp,CityPopulation,CountryCitizen,CountryLive,EmploymentStatus,Gender,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasServedInMilitary,HoursLearning,IsEthnicMinority,IsReceiveDiabilitiesBenefits,LanguageAtHome,MoneyForLearning,MonthsProgramming,SchoolDegree
0,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,trans,1,0,1,0,15,0,0,English,1,8,"some college credit, no degree"
0,49,0,more than 1 million,Canada,Canada,Self-employed business owner,male,1,0,1,0,4,0,0,English,1000,6,bachelor's degree
1,27,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,2,0,0,English,0,72,bachelor's degree
0,25,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,20,1,0,Spanish,0,24,bachelor's degree
1,23,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,15,0,0,English,0,30,bachelor's degree
1,26,0,more than 1 million,United States of America,United States of America,Self-employed freelancer,male,0,0,1,0,10,0,0,English,12000,40,"some college credit, no degree"
0,24,1,"less than 100,000",United States of America,United States of America,Not working but looking for work,female,0,0,1,0,40,0,0,English,7500,14,bachelor's degree
1,28,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,female,1,0,1,0,5,0,0,English,125,30,"trade, technical, or vocational training"
0,33,0,"less than 100,000",United States of America,United States of America,Self-employed freelancer,female,1,0,1,0,20,0,0,English,25,12,"professional degree (MBA, MD, JD, etc.)"
0,34,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,1,10,1,0,English,1500,18,bachelor's degree
1,37,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,7000,240,bachelor's degree
0,40,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,14,0,0,English,1500,12,"some college credit, no degree"
0,13,0,"less than 100,000",United States of America,United States of America,Unable to work,male,0,0,,0,5,1,0,Mandarin Chinese,49,1,no high school (secondary school)
1,38,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,5,0,0,English,1500,135,associate's degree
0,15,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,0,0,0,0,11,1,0,Burmese,0,4,no high school (secondary school)
1,38,,"less than 100,000",Canada,United States of America,Employed for wages,female,0,0,1,0,10,1,0,English,18200,10,bachelor's degree
0,25,0,more than 1 million,Ukraine,Ukraine,Not working but looking for work,male,0,0,1,0,25,0,0,Russian,0,3,"trade, technical, or vocational training"
0,22,0,more than 1 million,India,India,Doing an unpaid internship,male,0,0,1,0,6,0,0,Gujarati,0,12,bachelor's degree
0,29,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,8,0,0,English,31,7,bachelor's degree
0,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,25,1,1,English,3000,36,bachelor's degree
1,23,0,more than 1 million,India,India,Employed for wages,female,0,0,1,0,6,0,0,Marathi,0,18,bachelor's degree
1,32,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,male,0,0,1,0,5,0,0,English,150,48,"trade, technical, or vocational training"
1,22,0,"between 100,000 and 1 million",India,India,,male,1,0,0,0,15,0,0,Kannada,50,4,"professional degree (MBA, MD, JD, etc.)"
1,34,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,1,1,1,10,0,1,English,0,156,"some college credit, no degree"
1,25,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,1000,72,bachelor's degree
1,26,1,more than 1 million,United States of America,United States of America,Employed for wages,female,0,0,1,0,4,0,0,English,10000,34,bachelor's degree
0,34,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,1,5,0,0,English,150,2,"some college credit, no degree"
1,25,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,5,0,0,English,0,12,bachelor's degree
0,36,1,more than 1 million,United States of America,United States of America,Self-employed business owner,male,0,0,1,0,65,0,0,English,0,7,bachelor's degree
0,27,0,"between 100,000 and 1 million",United States of America,United States of America,Military,male,1,1,1,1,10,1,0,English,0,4,bachelor's degree
1,,,,,,,agender,,,,,,,,,,,
1,20,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,10,1,0,English,0,36,high school diploma or equivalent (GED)
1,34,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,3,1,0,English,10000,120,bachelor's degree
1,22,0,"less than 100,000","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",Employed for wages,male,0,0,1,0,2,0,0,Dutch,100,24,"some college credit, no degree"
0,20,0,"less than 100,000",United States of America,United States of America,Self-employed freelancer,male,1,0,1,0,30,1,0,English,1500,24,high school diploma or equivalent (GED)
1,23,,more than 1 million,Australia,Australia,Employed for wages,female,1,0,1,0,15,1,0,Russian,0,18,bachelor's degree
1,20,0,"between 100,000 and 1 million",Poland,Poland,Employed for wages,male,0,0,1,0,4,0,0,Polish,150,10,high school diploma or equivalent (GED)
1,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,10,0,0,English,0,36,bachelor's degree
0,28,0,more than 1 million,India,India,Employed for wages,male,0,0,1,0,6,0,0,English,0,20,master's degree (non-professional)
1,19,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,male,0,0,1,0,20,1,0,English,0,36,high school diploma or equivalent (GED)
1,22,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,0,1,0,40,0,0,English,0,36,"some college credit, no degree"
0,26,1,more than 1 million,United States of America,United States of America,Not working but looking for work,female,1,0,1,0,,0,0,English,14000,16,master's degree (non-professional)
1,27,1,more than 1 million,Brazil,United States of America,Employed for wages,male,0,0,1,0,20,0,0,Portuguese,12000,120,bachelor's degree
1,38,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,15,0,0,English,2000,30,bachelor's degree
0,23,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,0,0,1,0,40,0,0,English,0,48,bachelor's degree
1,23,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,10,0,0,English,0,36,bachelor's degree
0,21,0,"between 100,000 and 1 million",Estonia,Estonia,Not working and not looking for work,male,0,0,0,0,21,0,0,Estonian,0,30,"some college credit, no degree"
0,23,0,"less than 100,000",United Kingdom,United Kingdom,,male,1,0,1,0,,1,0,Shona,0,8,"some college credit, no degree"
1,46,0,more than 1 million,Bulgaria,Bulgaria,Employed for wages,male,0,1,1,1,12,0,0,Bulgarian,3000,200,"professional degree (MBA, MD, JD, etc.)"
0,22,0,"less than 100,000",United States of America,United States of America,Employed for wages,genderqueer,0,0,1,0,,1,0,English,5,15,"some college credit, no degree"
0,18,0,more than 1 million,Ukraine,Ukraine,Not working and not looking for work,male,0,0,1,0,40,0,0,Ukrainian,0,5,high school diploma or equivalent (GED)
1,24,0,"between 100,000 and 1 million",Romania,Romania,Employed for wages,male,0,0,1,0,2,0,0,Romanian,0,36,bachelor's degree
1,25,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Employed for wages,female,1,1,1,0,5,0,0,English,500,60,bachelor's degree
1,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,16,1,0,Yue (Cantonese) Chinese,300,36,bachelor's degree
1,22,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,15,0,0,English,0,48,bachelor's degree
0,22,0,"between 100,000 and 1 million",Canada,Canada,Not working but looking for work,male,0,0,1,0,20,0,0,English,0,36,bachelor's degree
1,22,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,5,0,0,English,0,48,bachelor's degree
1,49,0,"between 100,000 and 1 million",Israel,Israel,Self-employed freelancer,male,0,1,1,1,10,0,0,French,0,24,"some college credit, no degree"
0,17,0,,India,India,,male,,,,,,,,Hindi,0,9,
1,23,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,500,60,bachelor's degree
0,26,0,"between 100,000 and 1 million",Switzerland,Switzerland,,male,0,0,1,1,45,0,0,German,100,80,bachelor's degree
1,30,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,1,1,0,0,1,0,English,0,84,master's degree (non-professional)
1,34,0,"between 100,000 and 1 million",Finland,Finland,Employed for wages,male,1,1,1,1,10,0,0,Finnish,0,48,"professional degree (MBA, MD, JD, etc.)"
1,23,0,more than 1 million,India,India,Employed for wages,male,0,1,0,0,4,1,0,,0,28,bachelor's degree
1,29,0,"less than 100,000",Switzerland,Switzerland,Employed for wages,male,0,0,1,0,10,0,0,French,500,96,master's degree (non-professional)
1,21,0,"between 100,000 and 1 million",Germany,Germany,Employed for wages,male,0,0,1,0,5,0,0,German,0,36,bachelor's degree
1,30,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,50,0,0,English,5000,8,master's degree (non-professional)
1,31,0,"less than 100,000",Finland,Finland,Employed for wages,male,0,1,0,1,12,0,0,Finnish,40000,82,bachelor's degree
1,27,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,0,0,1,0,5,1,0,Tagalog,13000,13,bachelor's degree
1,25,0,"between 100,000 and 1 million",Latvia,Latvia,Employed for wages,male,0,1,1,0,4,0,0,Latvian,0,120,"professional degree (MBA, MD, JD, etc.)"
1,26,0,"less than 100,000",United Kingdom,United Kingdom,Employed for wages,male,1,0,1,0,2,0,0,English,50,16,bachelor's degree
0,44,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,3,1,0,English,1000,2,"professional degree (MBA, MD, JD, etc.)"
0,20,0,"between 100,000 and 1 million",Vietnam,United States of America,,male,0,0,1,0,10,1,0,Vietnamese,0,24,some high school
1,26,0,more than 1 million,Mexico,Mexico,Employed for wages,male,0,0,1,0,10,0,0,Spanish,0,24,
0,42,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,male,1,1,1,0,50,0,0,English,300,2,"some college credit, no degree"
1,24,0,"less than 100,000",Spain,Spain,Doing an unpaid internship,male,0,0,1,0,25,0,0,Spanish,800,18,"professional degree (MBA, MD, JD, etc.)"
1,32,0,more than 1 million,France,France,Employed for wages,male,0,0,1,0,5,0,0,French,0,100,master's degree (non-professional)
1,25,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Employed for wages,male,1,0,1,0,10,0,,English,0,1,master's degree (non-professional)
1,29,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,6,0,0,English,0,72,bachelor's degree
1,18,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Employed for wages,male,0,0,1,0,10,0,0,English,0,18,
1,38,0,more than 1 million,Sweden,Sweden,Employed for wages,male,0,0,1,0,5,0,0,Swedish,0,144,high school diploma or equivalent (GED)
1,26,0,more than 1 million,Egypt,Egypt,Employed for wages,male,0,0,1,0,4,0,0,Arabic,2000,28,bachelor's degree
0,31,0,more than 1 million,Egypt,Saudi Arabia,Employed for wages,male,1,1,1,0,10,0,0,Arabic,0,0,bachelor's degree
0,40,0,more than 1 million,Zambia,United States of America,Not working but looking for work,female,1,1,1,0,30,1,0,English,0,72,bachelor's degree
1,23,0,more than 1 million,United States of America,United States of America,Self-employed freelancer,male,1,0,1,0,15,0,0,English,0,10,high school diploma or equivalent (GED)
1,22,0,more than 1 million,United Kingdom,United Kingdom,Employed for wages,male,1,0,0,0,20,0,0,English,30,32,master's degree (non-professional)
1,21,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,50,0,0,English,0,48,"some college credit, no degree"
